date,state,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_18_greater,bio_age_5_17,bio_age_18_greater,total_enrolments,demo_total,bio_total,total_updates,total_system_load,update_to_enrolment_ratio,bio_to_demo_ratio,population,load_per_million_pop,day_name
2025-03-01,Jharkhand,0.0,0.0,0.0,22953.0,0.0,142789.0,0.0,0.0,22953.0,142789.0,165742.0,165742.0,165742.0,6.220658708721792,36480000,4543.366228070176,Saturday
2025-03-01,Karnataka,0.0,0.0,0.0,86046.0,0.0,134538.0,0.0,0.0,86046.0,134538.0,220584.0,220584.0,220584.0,1.5635408555789279,66165000,3333.8472001813648,Saturday
2025-03-01,Kerala,0.0,0.0,0.0,9410.0,0.0,67246.0,0.0,0.0,9410.0,67246.0,76656.0,76656.0,76656.0,7.145468069280629,35125000,2182.3772241992883,Saturday
2025-03-01,Ladakh,0.0,0.0,0.0,749.0,0.0,458.0,0.0,0.0,749.0,458.0,1207.0,1207.0,1207.0,0.6106666666666667,316000,3819.620253164557,Saturday
2025-03-01,Lakshadweep,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,198.0,198.0,198.0,198.0,198.0,73183,2705.54637005862,Saturday
2025-03-01,Madhya Pradesh,0.0,0.0,0.0,73640.0,0.0,294961.0,0.0,0.0,73640.0,294961.0,368601.0,368601.0,368601.0,4.0053910185901875,82232000,4482.45208677887,Saturday
2025-03-01,Maharashtra,0.0,0.0,0.0,45650.0,0.0,300370.0,0.0,0.0,45650.0,300370.0,346020.0,346020.0,346020.0,6.579702525683993,123144000,2809.8811147924384,Saturday
2025-03-01,Manipur,0.0,0.0,0.0,4575.0,0.0,5861.0,0.0,0.0,4575.0,5861.0,10436.0,10436.0,10436.0,1.280812937062937,3091545,3375.6584490926057,Saturday
2025-03-01,Meghalaya,0.0,0.0,0.0,3226.0,0.0,3554.0,0.0,0.0,3226.0,3554.0,6780.0,6780.0,6780.0,1.1013325069724202,3366710,2013.8354654841078,Saturday
2025-03-01,Mizoram,0.0,0.0,0.0,2205.0,0.0,40071.0,0.0,0.0,2205.0,40071.0,42276.0,42276.0,42276.0,18.164551223934723,1239244,34114.34713422054,Saturday
2025-03-01,Nagaland,0.0,0.0,0.0,962.0,0.0,3653.0,0.0,0.0,962.0,3653.0,4615.0,4615.0,4615.0,3.7933541017653165,2157059,2139.48714430157,Saturday
2025-03-01,Odisha,0.0,0.0,0.0,39476.0,0.0,124773.0,0.0,0.0,39476.0,124773.0,164249.0,164249.0,164249.0,3.16065050535755,45429000,3615.509916573114,Saturday
2025-03-01,Puducherry,0.0,0.0,0.0,479.0,0.0,1511.0,0.0,0.0,479.0,1511.0,1990.0,1990.0,1990.0,3.1479166666666667,1413542,1407.8110165810424,Saturday
2025-03-01,Punjab,0.0,0.0,0.0,10147.0,0.0,82015.0,0.0,0.0,10147.0,82015.0,92162.0,92162.0,92162.0,8.081888056759952,30141373,3057.6576587934464,Saturday
2025-03-01,Rajasthan,0.0,0.0,0.0,64641.0,0.0,170087.0,0.0,0.0,64641.0,170087.0,234728.0,234728.0,234728.0,2.6312149995359055,79502477,2952.4614685904694,Saturday
2025-03-01,Sikkim,0.0,0.0,0.0,372.0,0.0,2524.0,0.0,0.0,372.0,2524.0,2896.0,2896.0,2896.0,6.766756032171582,682000,4246.3343108504405,Saturday
2025-03-01,Tamil Nadu,0.0,0.0,0.0,40573.0,0.0,343791.0,0.0,0.0,40573.0,343791.0,384364.0,384364.0,384364.0,8.473184798146596,77841000,4937.809123726571,Saturday
2025-03-01,Telangana,0.0,0.0,0.0,53790.0,0.0,73930.0,0.0,0.0,53790.0,73930.0,127720.0,127720.0,127720.0,1.374393485899128,38705209,3299.8142446408183,Saturday
2025-03-01,Tripura,0.0,0.0,0.0,2652.0,0.0,33715.0,0.0,0.0,2652.0,33715.0,36367.0,36367.0,36367.0,12.708254805880136,4169794,8721.533965466879,Saturday
2025-03-01,Uttar Pradesh,0.0,0.0,0.0,156908.0,0.0,746862.0,0.0,0.0,156908.0,746862.0,903770.0,903770.0,903770.0,4.759841691681165,231502578,3903.930607632369,Saturday
2025-03-01,Uttarakhand,0.0,0.0,0.0,10108.0,0.0,24684.0,0.0,0.0,10108.0,24684.0,34792.0,34792.0,34792.0,2.441784548422198,11250858,3092.3863762212623,Saturday
2025-03-01,West Bengal,0.0,0.0,0.0,35495.0,0.0,101673.0,0.0,0.0,35495.0,101673.0,137168.0,137168.0,137168.0,2.864350912778905,100896618,1359.4905629046953,Saturday
2025-03-02,Meghalaya,11.0,61.0,37.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,109.0,0.0,0.0,3366710,32.37582090527548,Sunday
2025-03-09,Bihar,206.0,633.0,166.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,1005.0,0.0,0.0,121243000,8.289138342007373,Sunday
2025-03-09,Delhi,122.0,53.0,57.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,232.0,0.0,0.0,20667656,11.225269087118539,Sunday
2025-03-09,Haryana,98.0,79.0,23.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,28204000,7.091192738618635,Sunday
2025-03-09,Karnataka,63.0,80.0,105.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,248.0,0.0,0.0,66165000,3.748205244464596,Sunday
2025-03-09,Madhya Pradesh,132.0,74.0,36.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,242.0,0.0,0.0,82232000,2.9428932775561827,Sunday
2025-03-09,Maharashtra,42.0,46.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,123144000,0.8120574287013578,Sunday
2025-03-09,Punjab,14.0,15.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,30141373,1.625672460242604,Sunday
2025-03-09,Rajasthan,41.0,36.0,17.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,94.0,0.0,0.0,79502477,1.182353098256297,Sunday
2025-03-09,Uttar Pradesh,274.0,731.0,108.0,0.0,0.0,0.0,0.0,1113.0,0.0,0.0,0.0,1113.0,0.0,0.0,231502578,4.8077218388470815,Sunday
2025-03-09,West Bengal,45.0,30.0,46.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,121.0,0.0,0.0,100896618,1.1992473325518205,Sunday
2025-03-15,Assam,102.0,97.0,256.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,455.0,0.0,0.0,34293000,13.268013880383752,Saturday
2025-03-15,Bihar,69.0,292.0,87.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,448.0,0.0,0.0,121243000,3.6950586838003017,Saturday
2025-03-15,Delhi,59.0,49.0,28.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,136.0,0.0,0.0,20667656,6.580330154517765,Saturday
2025-03-15,Maharashtra,17.0,14.0,37.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,123144000,0.5521990515169233,Saturday
2025-03-15,Meghalaya,126.0,27.0,178.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,331.0,0.0,0.0,3366710,98.31556623528608,Saturday
2025-03-15,Uttar Pradesh,320.0,1067.0,217.0,0.0,0.0,0.0,0.0,1604.0,0.0,0.0,0.0,1604.0,0.0,0.0,231502578,6.928648544034789,Saturday
2025-03-15,Uttarakhand,17.0,15.0,28.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,11250858,5.332926608797302,Saturday
2025-03-20,Andhra Pradesh,43.0,44.0,29.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,116.0,0.0,0.0,49577103,2.339789801755863,Thursday
2025-03-20,Assam,485.0,1008.0,544.0,0.0,0.0,0.0,0.0,2037.0,0.0,0.0,0.0,2037.0,0.0,0.0,34293000,59.39987752602572,Thursday
2025-03-20,Bihar,63.0,119.0,65.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,247.0,0.0,0.0,121243000,2.0372310153988273,Thursday
2025-03-20,Gujarat,402.0,126.0,84.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,612.0,0.0,0.0,66750000,9.168539325842696,Thursday
2025-03-20,Karnataka,246.0,112.0,126.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,484.0,0.0,0.0,66165000,7.315045719035743,Thursday
2025-03-20,Madhya Pradesh,73.0,25.0,18.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,116.0,0.0,0.0,82232000,1.410643058663294,Thursday
2025-03-20,Maharashtra,153.0,51.0,33.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,237.0,0.0,0.0,123144000,1.9245761060222177,Thursday
2025-03-20,Meghalaya,75.0,29.0,297.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,401.0,0.0,0.0,3366710,119.10737782582996,Thursday
2025-03-20,Punjab,104.0,13.0,14.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,131.0,0.0,0.0,30141373,4.346185556975125,Thursday
2025-03-20,Tamil Nadu,12.0,12.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,77841000,0.43678781105073167,Thursday
2025-03-20,Uttar Pradesh,466.0,933.0,153.0,0.0,0.0,0.0,0.0,1552.0,0.0,0.0,0.0,1552.0,0.0,0.0,231502578,6.704029015175806,Thursday
2025-03-20,Uttarakhand,169.0,61.0,21.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,251.0,0.0,0.0,11250858,22.30940964680205,Thursday
2025-03-23,Bihar,34.0,41.0,10.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0,121243000,0.7010714020603251,Sunday
2025-03-23,Madhya Pradesh,10.0,21.0,16.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,82232000,0.5715536530790932,Sunday
2025-03-23,Meghalaya,54.0,57.0,129.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,240.0,0.0,0.0,3366710,71.28621116757904,Sunday
2025-03-23,Uttar Pradesh,40.0,140.0,24.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,231502578,0.8811996901390877,Sunday
2025-03-26,Meghalaya,168.0,26.0,17.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,211.0,0.0,0.0,3366710,62.672460651496564,Wednesday
2025-03-27,Bihar,144.0,307.0,116.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,567.0,0.0,0.0,121243000,4.676558646684757,Thursday
2025-03-27,Chhattisgarh,115.0,46.0,99.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,260.0,0.0,0.0,28724000,9.051664113633198,Thursday
2025-03-27,Gujarat,284.0,228.0,198.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,0.0,710.0,0.0,0.0,66750000,10.636704119850187,Thursday
2025-03-27,Jharkhand,12.0,25.0,18.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,36480000,1.5076754385964912,Thursday
2025-03-27,Madhya Pradesh,71.0,41.0,25.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,137.0,0.0,0.0,82232000,1.6660180951454422,Thursday
2025-03-27,Maharashtra,20.0,19.0,16.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,123144000,0.4466315857857468,Thursday
2025-03-27,Uttar Pradesh,293.0,455.0,172.0,0.0,0.0,0.0,0.0,920.0,0.0,0.0,0.0,920.0,0.0,0.0,231502578,3.9740378182743177,Thursday
2025-03-28,Meghalaya,43.0,58.0,90.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,191.0,0.0,0.0,3366710,56.73194305419831,Friday
2025-03-29,Meghalaya,30.0,11.0,26.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,3366710,19.900733950949146,Saturday
2025-04-01,Andaman & Nicobar,0.0,0.0,0.0,0.0,0.0,1630.0,0.0,0.0,0.0,1630.0,1630.0,1630.0,1630.0,1630.0,397000,4105.793450881612,Tuesday
2025-04-01,Andhra Pradesh,0.0,0.0,0.0,6699.0,0.0,453882.0,0.0,0.0,6699.0,453882.0,460581.0,460581.0,460581.0,67.74358208955223,49577103,9290.195919676873,Tuesday
2025-04-01,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,4258.0,0.0,0.0,0.0,4258.0,4258.0,4258.0,4258.0,4258.0,1570458,2711.3109678832548,Tuesday
2025-04-01,Assam,11931.0,9203.0,4520.0,348.0,0.0,105295.0,0.0,25654.0,348.0,105295.0,105643.0,131297.0,4.117832781134282,301.7048710601719,34293000,3828.6822383576823,Tuesday
2025-04-01,Bihar,12551.0,15361.0,1530.0,2204.0,0.0,419994.0,0.0,29442.0,2204.0,419994.0,422198.0,451640.0,14.339503447338926,190.4734693877551,121243000,3725.0810356061793,Tuesday
2025-04-01,Chandigarh,86.0,21.0,10.0,3917.0,0.0,4587.0,0.0,117.0,3917.0,4587.0,8504.0,8621.0,72.0677966101695,1.170750382848392,1158000,7444.7322970639025,Tuesday
2025-04-01,Chhattisgarh,1299.0,254.0,192.0,6249.0,0.0,48023.0,0.0,1745.0,6249.0,48023.0,54272.0,56017.0,31.083619702176403,7.68368,28724000,1950.1810332822727,Tuesday
2025-04-01,Dadra & Nagar Haveli and Daman & Diu,0.0,0.0,0.0,156.0,0.0,2223.0,0.0,0.0,156.0,2223.0,2379.0,2379.0,2379.0,14.159235668789808,615000,3868.2926829268295,Tuesday
2025-04-01,Delhi,4078.0,1495.0,357.0,45578.0,0.0,122032.0,0.0,5930.0,45578.0,122032.0,167610.0,173540.0,28.259989883662115,2.6773733517628733,20667656,8396.69481628686,Tuesday
2025-04-01,Goa,0.0,0.0,0.0,0.0,0.0,4793.0,0.0,0.0,0.0,4793.0,4793.0,4793.0,4793.0,4793.0,1586250,3021.591804570528,Tuesday
2025-04-01,Gujarat,17603.0,6024.0,4219.0,7381.0,0.0,163791.0,0.0,27846.0,7381.0,163791.0,171172.0,199018.0,6.146873990016878,22.18788946085072,66750000,2981.5430711610484,Tuesday
2025-04-01,Haryana,1785.0,482.0,61.0,18749.0,0.0,89177.0,0.0,2328.0,18749.0,89177.0,107926.0,110254.0,46.34006011163589,4.756106666666667,28204000,3909.1618210182955,Tuesday
2025-04-01,Himachal Pradesh,0.0,0.0,0.0,324.0,0.0,22612.0,0.0,0.0,324.0,22612.0,22936.0,22936.0,22936.0,69.57538461538462,7503000,3056.9105691056907,Tuesday
2025-04-01,Jammu and Kashmir,142.0,59.0,10.0,7915.0,0.0,36268.0,0.0,211.0,7915.0,36268.0,44183.0,44394.0,208.41037735849056,4.581606872157655,14999397,2959.718980703024,Tuesday
2025-04-01,Jharkhand,2026.0,1496.0,184.0,606.0,0.0,185766.0,0.0,3706.0,606.0,185766.0,186372.0,190078.0,50.27569463177772,306.03953871499175,36480000,5210.47149122807,Tuesday
2025-04-01,Karnataka,7326.0,1165.0,1095.0,10519.0,0.0,136997.0,0.0,9586.0,10519.0,136997.0,147516.0,157102.0,15.387086679879003,13.022528517110267,66165000,2374.397339983375,Tuesday
2025-04-01,Kerala,0.0,0.0,0.0,0.0,0.0,78509.0,0.0,0.0,0.0,78509.0,78509.0,78509.0,78509.0,78509.0,35125000,2235.1316725978645,Tuesday
2025-04-01,Ladakh,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,438.0,438.0,438.0,438.0,438.0,316000,1386.0759493670887,Tuesday
2025-04-01,Lakshadweep,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,386.0,386.0,386.0,386.0,386.0,73183,5274.4489840536735,Tuesday
2025-04-01,Madhya Pradesh,12077.0,4146.0,1128.0,29556.0,0.0,501173.0,0.0,17351.0,29556.0,501173.0,530729.0,548080.0,30.586041954817887,16.95615251886186,82232000,6665.0452378636055,Tuesday
2025-04-01,Maharashtra,7986.0,1901.0,704.0,6110.0,0.0,282523.0,0.0,10591.0,6110.0,282523.0,288633.0,299224.0,27.250094410876134,46.23187694321715,123144000,2429.8707204573507,Tuesday
2025-04-01,Manipur,130.0,476.0,26.0,0.0,0.0,8147.0,0.0,632.0,0.0,8147.0,8147.0,8779.0,12.870458135860979,8147.0,3091545,2839.6804833829037,Tuesday
2025-04-01,Meghalaya,7172.0,16999.0,6341.0,0.0,0.0,4646.0,0.0,30512.0,0.0,4646.0,4646.0,35158.0,0.15226296988168977,4646.0,3366710,10442.835884290598,Tuesday
2025-04-01,Mizoram,275.0,76.0,17.0,328.0,0.0,17652.0,0.0,368.0,328.0,17652.0,17980.0,18348.0,48.72628726287263,53.653495440729486,1239244,14805.800956066763,Tuesday
2025-04-01,Nagaland,1186.0,2082.0,238.0,0.0,0.0,3641.0,0.0,3506.0,0.0,3641.0,3641.0,7147.0,1.0382092956943256,3641.0,2157059,3313.3076100375556,Tuesday
2025-04-01,Odisha,182.0,82.0,12.0,0.0,0.0,132410.0,0.0,276.0,0.0,132410.0,132410.0,132686.0,478.014440433213,132410.0,45429000,2920.733452200136,Tuesday
2025-04-01,Puducherry,0.0,0.0,0.0,0.0,0.0,1747.0,0.0,0.0,0.0,1747.0,1747.0,1747.0,1747.0,1747.0,1413542,1235.9024351593373,Tuesday
2025-04-01,Punjab,3951.0,1155.0,647.0,1893.0,0.0,79601.0,0.0,5753.0,1893.0,79601.0,81494.0,87247.0,14.16301703163017,42.02798310454065,30141373,2894.592757934418,Tuesday
2025-04-01,Rajasthan,11907.0,4141.0,794.0,16546.0,0.0,146156.0,0.0,16842.0,16546.0,146156.0,162702.0,179544.0,9.659918066852699,8.832779355774461,79502477,2258.3447305673258,Tuesday
2025-04-01,Sikkim,67.0,88.0,21.0,0.0,0.0,2428.0,0.0,176.0,0.0,2428.0,2428.0,2604.0,13.717514124293785,2428.0,682000,3818.181818181818,Tuesday
2025-04-01,Tamil Nadu,358.0,95.0,46.0,4126.0,0.0,214780.0,0.0,499.0,4126.0,214780.0,218906.0,219405.0,437.812,52.042645989823114,77841000,2818.6302848113464,Tuesday
2025-04-01,Telangana,487.0,82.0,65.0,3617.0,0.0,64734.0,0.0,634.0,3617.0,64734.0,68351.0,68985.0,107.63937007874016,17.892205638474294,38705209,1782.3182404208178,Tuesday
2025-04-01,Tripura,165.0,81.0,40.0,0.0,0.0,27603.0,0.0,286.0,0.0,27603.0,27603.0,27889.0,96.17770034843205,27603.0,4169794,6688.339999529952,Tuesday
2025-04-01,Uttar Pradesh,32513.0,23189.0,2201.0,18441.0,0.0,859000.0,0.0,57903.0,18441.0,859000.0,877441.0,935344.0,15.153374550980933,46.578462205834505,231502578,4040.3178577130143,Tuesday
2025-04-01,Uttarakhand,998.0,204.0,74.0,4526.0,0.0,33481.0,0.0,1276.0,4526.0,33481.0,38007.0,39283.0,29.762725137039936,7.395847139385907,11250858,3491.5559328897407,Tuesday
2025-04-01,West Bengal,2873.0,1014.0,381.0,2956.0,0.0,96513.0,0.0,4268.0,2956.0,96513.0,99469.0,103737.0,23.300304520965096,32.63882313155225,100896618,1028.151409396101,Tuesday
2025-05-01,Andaman & Nicobar,0.0,0.0,0.0,0.0,0.0,982.0,0.0,0.0,0.0,982.0,982.0,982.0,982.0,982.0,397000,2473.551637279597,Thursday
2025-05-01,Andhra Pradesh,0.0,0.0,0.0,24392.0,0.0,340643.0,0.0,0.0,24392.0,340643.0,365035.0,365035.0,365035.0,13.96478497929734,49577103,7362.975605896134,Thursday
2025-05-01,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,4121.0,0.0,0.0,0.0,4121.0,4121.0,4121.0,4121.0,4121.0,1570458,2624.0752697620696,Thursday
2025-05-01,Assam,5170.0,5609.0,2418.0,176.0,0.0,52863.0,0.0,13197.0,176.0,52863.0,53039.0,66236.0,4.018714956811638,298.66101694915255,34293000,1931.4728953430729,Thursday
2025-05-01,Bihar,13251.0,17159.0,1241.0,768.0,0.0,283915.0,0.0,31651.0,768.0,283915.0,284683.0,316334.0,8.994155187665866,369.2002600780234,121243000,2609.0908341100103,Thursday
2025-05-01,Chandigarh,0.0,0.0,0.0,2338.0,0.0,3424.0,0.0,0.0,2338.0,3424.0,5762.0,5762.0,5762.0,1.46387345019239,1158000,4975.8203799654575,Thursday
2025-05-01,Chhattisgarh,945.0,270.0,191.0,6011.0,0.0,50698.0,0.0,1406.0,6011.0,50698.0,56709.0,58115.0,40.304904051172706,8.43280106453759,28724000,2023.2209998607436,Thursday
2025-05-01,Dadra & Nagar Haveli and Daman & Diu,0.0,0.0,0.0,0.0,0.0,2175.0,0.0,0.0,0.0,2175.0,2175.0,2175.0,2175.0,2175.0,615000,3536.5853658536585,Thursday
2025-05-01,Delhi,3687.0,1514.0,380.0,18132.0,0.0,75023.0,0.0,5581.0,18132.0,75023.0,93155.0,98736.0,16.688462916517377,4.137373848783985,20667656,4777.319692179897,Thursday
2025-05-01,Goa,0.0,0.0,0.0,0.0,0.0,4251.0,0.0,0.0,0.0,4251.0,4251.0,4251.0,4251.0,4251.0,1586250,2679.905437352246,Thursday
2025-05-01,Gujarat,9005.0,3615.0,1674.0,14688.0,0.0,212970.0,0.0,14294.0,14688.0,212970.0,227658.0,241952.0,15.925708289611752,14.49860439784873,66750000,3624.749063670412,Thursday
2025-05-01,Haryana,3039.0,601.0,56.0,15613.0,0.0,61904.0,0.0,3696.0,15613.0,61904.0,77517.0,81213.0,20.96754124966189,3.964647111566543,28204000,2879.4851794071765,Thursday
2025-05-01,Himachal Pradesh,0.0,0.0,0.0,136.0,0.0,11421.0,0.0,0.0,136.0,11421.0,11557.0,11557.0,11557.0,83.36496350364963,7503000,1540.317206450753,Thursday
2025-05-01,Jammu and Kashmir,191.0,55.0,22.0,3992.0,0.0,36095.0,0.0,268.0,3992.0,36095.0,40087.0,40355.0,149.02230483271376,9.039569246180816,14999397,2690.4414890811945,Thursday
2025-05-01,Jharkhand,0.0,0.0,0.0,320.0,0.0,99271.0,0.0,0.0,320.0,99271.0,99591.0,99591.0,99591.0,309.25545171339564,36480000,2730.016447368421,Thursday
2025-05-01,Karnataka,2835.0,1758.0,898.0,20199.0,0.0,185952.0,0.0,5491.0,20199.0,185952.0,206151.0,211642.0,37.53659868900218,9.205544554455445,66165000,3198.700219149097,Thursday
2025-05-01,Kerala,201.0,148.0,31.0,0.0,0.0,128235.0,0.0,380.0,0.0,128235.0,128235.0,128615.0,336.5748031496063,128235.0,35125000,3661.637010676157,Thursday
2025-05-01,Ladakh,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,236.0,236.0,236.0,236.0,236.0,316000,746.8354430379746,Thursday
2025-05-01,Lakshadweep,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,330.0,330.0,330.0,330.0,330.0,73183,4509.243950097701,Thursday
2025-05-01,Madhya Pradesh,7221.0,3018.0,364.0,40292.0,0.0,469737.0,0.0,10603.0,40292.0,469737.0,510029.0,520632.0,48.09779328555262,11.658029930757204,82232000,6331.257904465415,Thursday
2025-05-01,Maharashtra,6706.0,2352.0,791.0,9959.0,0.0,300215.0,0.0,9849.0,9959.0,300215.0,310174.0,320023.0,31.4897461928934,30.14206827309237,123144000,2598.770545052946,Thursday
2025-05-01,Manipur,120.0,116.0,55.0,0.0,0.0,8029.0,0.0,291.0,0.0,8029.0,8029.0,8320.0,27.496575342465754,8029.0,3091545,2691.211028789812,Thursday
2025-05-01,Meghalaya,3660.0,7682.0,6038.0,0.0,0.0,3883.0,0.0,17380.0,0.0,3883.0,3883.0,21263.0,0.22340486738392498,3883.0,3366710,6315.661283567638,Thursday
2025-05-01,Mizoram,475.0,154.0,108.0,76.0,0.0,4733.0,0.0,737.0,76.0,4733.0,4809.0,5546.0,6.516260162601626,61.467532467532465,1239244,4475.309140088634,Thursday
2025-05-01,Nagaland,303.0,326.0,37.0,0.0,0.0,2606.0,0.0,666.0,0.0,2606.0,2606.0,3272.0,3.9070464767616193,2606.0,2157059,1516.8801595134858,Thursday
2025-05-01,Odisha,0.0,0.0,0.0,0.0,0.0,137928.0,0.0,0.0,0.0,137928.0,137928.0,137928.0,137928.0,137928.0,45429000,3036.122300733012,Thursday
2025-05-01,Puducherry,0.0,0.0,0.0,86.0,0.0,2863.0,0.0,0.0,86.0,2863.0,2949.0,2949.0,2949.0,32.9080459770115,1413542,2086.2485868831627,Thursday
